manual,pagina,arquivo_imagem,texto_extraido
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,490,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_490.png,"Informag6es adicionais

Procedimento para
montagem em campo

No. 5200

Instalagao do corrimao da_ escada
esquerda

traseira

430

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,491,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_491.png,"Descrigao da operacao:
Instale o corrimao da escada traseira esquerda.

2
No. da pega Denominagao da pega | Qtde. Condigao (numero da lista de pegas)
(1) | 42C-54-24840XC_| CORRIMAO, FORA 1 Envio da unidade (No. W12-6-5200)
(2) | 42C-Z89-4860XC | CORRIMAO, DENTRO 1 Envio da unidade (No. W12-6-5200)
(3) | 42C-Z89-4850XC_| CORRIMAO, FORA 1 Envio da unidade (No. W12-6-5200)
(4) | 42C-Z89-4870XC_ | CORRIMAO, DENTRO 1 Envio da unidade (No. W12-6-5200)
(5) | 01024-D1230 PARAFUSO, SEMS 2 Instalado temporariamente no piso traseiro esquerdo
(6) | 01024-D1235 PARAFUSO, SEMS 20 | Instalado temporariamente no piso traseiro esquerdo, escada
Precaugdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades
Guindaste: 50 t 1

431
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,492,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_492.png,"Informag6es adicionais

Procedimento para x oo .
montagem em campo | Instalagao do corrimao da_ escada_traseira
esquerda
No. 5205 (EspecificagaoPDI)
Descrigao da operacao:
Instale o corrimao da escada traseira esquerda.
DOXJDU
No. da pega Denominagao da pega _ | Qtde. Condigao (numero da lista de pegas)

(1) | 42C-Z89-7751 CORRIMAO, FOR A 1 | Envio da unidade (No. W12-6-5205)
(2) | 42C-Z89-7761 CORRIMAO, DENTRO 1 | Envio da unidade (No. W12-6-5205)
(3) | 01024-D1235, PARAFUSO, SEMS 14 | Instalado temporariamente na escada traseira esquerda

Precaugdes

Ferramentas especiais

Equipamento utilizado

Modelo Qtde.

Modelo

Unidades

432

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,493,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_493.png,"Guindaste: 50 t 1

Informagées adicionais

Procedimento para
montagem em campo

No. 5210

Instalagao do corrimao do_ piso traseiro
esquerdo
(Especificagao PDI)

433

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,494,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_494.png,"Descrigao da operacao:
Instale o corrimao da escada traseira esquerda.

DOXJDUHV

No. da pega

Denominagao da pega

Qtde.

Condi¢ao (numero da lista de pegas)

(1) | 42C-54-24840

CORRIMAO, FORA

Envio da unidade (No. W12-6-5210)

(2) | 42C-54-1811A.

CORRIMAO, DENTRO

Envio da unidade (No. W12-6-5210)

(3)

01024-D1230

PARAFUSO, SEMS

Instalado temporariamente no left rear floor

(4)

01024-D1235

PARAFUSO, SEMS

10

Instalado temporariamente no left rear floor, ladder

434

Precaugdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades
Guindaste: 50 t 1

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,495,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_495.png,"Info

rmacgées adicionais

Procedimento para
montagem em campo

No. 5220

Instalagao

do __interruptor da_ escada

hidraulica
(EspecificagaoPDI)

Descrigao da operacao:

Instale o interruptor da escada hidraulica no corrimao da escada traseira esquerda.

No. da pega Denominagao da pega _ | Qtde. Condigao (numero da lista de pegas)
(1) Conj. do INTERRUPTOR 1 Instalado temporariamente no corpo da maquina

(2)

01024-D0820

PARAFUSO, SEMS

4 Instalado temporariamente no (1)

(3)

600-051-2100

GRAMPO.

6 Instalado temporariamente no corrimao

(4

01024-81016

PARAFUSO, SEMS

6 Instalado temporariamente no corrimao

Precaucgdes

Ferramentas especiais Equipamento utilizado

Modelo Qtde. Modelo

Unidades

435

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,496,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_496.png,"Informag6es adicionais

Procedimento para
montagem em campo

No. 5230

Instalagao da luz de_ trabalho lateral
traseira e conexao da_ fiagao
(especificagaodo tipo de embalagem
para remessa por transporte terrestre)

436

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,497,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_497.png,"Descrigao da operacao:
Instale a luz de trabalho lateral traseira. Conecte a fiagao.
* O processo 6 o mesmo nos lados direito e esquerdo.

| | SaGoRVEDSD 64
/X]GDHVFDGD.

IGDHVFDGD

eo

\

S [X]GHWUDEDOKRODWHUD{
/X]GDHVFDGD(64VRPHQWH| — 3 DUWHS|

So.

&RQHFWH&1 ey

Eee t ' z:.|

No. da pega Denominagao da peca Qtde. Condigao (numero da lista de pegas)
(1) | 42C-54-1644A LUZ INFERIOR ESQ. 1 Envio da unidade (No. W12-6-5230)
(2) | 42C-54-1645A LUZ INFERIOR DIR. 1 Envio da unidade (No. W12-6-5230)
(3) | 01024-D1220 PARAFUSO, SEMS 4 Instalado temporariamente no side hood
Precaugdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades
Guindaste: 50 t 1

437

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,498,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_498.png,"Informagées adicionais
Cod. de vendas: 7XC40 (tipo de embalagem para remessa por transporte
terrestre)

Procedimento para

montagememcampo | Instalagao do suporte da luz dianteira e
No. 5300 conexao do. chicote

Descrigao da operacao:
Instale o suporte da luz dianteira e conecte o chicote.

9LVWDIURQWDOGRFKDVVL: 7 (

$17

DOXJDUHV

0 en GR
GLUHLYWRHHVTXHUG

K Ae

Vv Vv A
UOXJDUHV[

0 HVPRSURFHVVRQRVODGRVGLUHLWRH

9LVWD</DGRHVTXHUGRGRFKDVVLGUDQWHLUF Q9LVWD=/DGRGLUHLWRGRFKDVVLGILD
No. da pega Denominagao da peca Qtde. Condigao (numero da lista de pegas)
(1) | 42C-06-23101 SUBCONJUNTO DO FAROL DIANTEIRO ESQ. 1 Envio da unidade (No. W12-6-5300)
(2) | 42C-06-23201 SUBCONJUNTO DO FAROL DIANTEIRO DIR. 1 Envio da unidade (No. W12-6-5300)
(3) | 01024-81290 PARAFUSO, SEMS 8 Instalado temporariamente no chassi dianteiro
(4) | 600-051-2060 GRAMPO 8 Instalado temporariamente no chassi dianteiro
(5) | 01024-D1016 PARAFUSO, SEMS 8 Instalado temporariamente no chassi dianteiro
Precaugdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades
Guindaste: 50 t 1

438
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,499,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_499.png,"Informagées adicionais

P. di x . .
montagememeampo | Instalagao do suporte da luz dianteira e

conexao do chicote (especificagao com
No. 5305 farolde neblina)

439

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,500,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_500.png,"Descrigao da operacao:

Instale o suporte da luz dianteira e conecte o chicote.

$17,

UOXJDUHV
0 eee peed
9LVWD</DGRHVTXHUGRGRFKDVVLGLDQWHLUR

DOXJDUHV
0 HVPRSURFHVVRQRVOD4
GLUHLWRHHVTXHUG

RV

9LVWD=/DGRGLUHLWRGRFKDVVLGLDQW

No. da pega Denominagao da pega

Condi¢ao (numero da lista de pegas)

(1) | 42C-06-23501 SUBCONJUNTO DO FAROL DIANTEIRO ESQ.} 1

Envio da unidade (No. W12-6-5305)

(2) | 42C-06-23601 SUBCONJUNTO DO FAROL DIANTEIRO DIR. 1

Envio da unidade (No. W12-6-5305)

(3) | 01024-81240 PARAFUSO, SEMS 8 Instalado temporariamente no chassi dianteiro

(4) | 600-051-2060 GRAMPO 8 Instalado temporariamente no chassi dianteiro

(5) | 01024-D1016 PARAFUSO, SEMS 8 Instalado temporariamente no chassi dianteiro
Precaugdes Ferramentas especiais Equipamento utilizado

Modelo

Qtde. Modelo Unidades

Guindaste: 50 t 1

440
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,501,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_501.png,"Informag6es adicionais
Céd. de vendas: 6XA07 (farol de neblina)

Procedimento para

montagememcampo | Instalagao do suporte da luz dianteira e

No. 5310 conexao do chicote (EspecificagaoPDl)

Descrigao da operacao:
Instale o suporte da luz dianteira e conecte o chicote.

i 1 ) moll n
* *
&RQHFWH&1) &RQHFWH&1)
&KLFRWHGHILDomRGDODQWHUQDGLI IGHILDomRGDODQWHUQDGLOGWH
fl i)
—__| 9 LVWDIURQWDOGRFKDVVL' WH

‘$17, ' $17

d@y +< ™ / pa somes
(Oe q y DOXJDUHV
} ma 6 o > 4 1 0 HVPRSURFHVVRQRVODGRV

; / oe
mse SN "" “a BS GLUHLWRHHVTXHUG

UOXJDUHV

0 HVPRSURFHVVRQRVODGRVGLUHLWRHHVT,

9LVWD</DGRHVTXHUGRGRFKDVVLGLIDQWHLU 9LVWD=/DGRGLUHLWRGRFKDVVLGILD
No. da pega Denominagao da pega Qtde. Condigao (numero da lista de pegas)
(1) | 42C-06-23702 SUBCONJUNTO DO FAROL DIANTEIRO ESQ. (PDI) 1 Envio da unidade (No. W12-6-5310)
(2) | 42C-06-23802 SUBCONJUNTO DO FAROL DIANTEIRO DIR. (PDI) 1 Envio da unidade (No. W12-6-5310)
(3) | 01024-81290 PARAFUSO, SEMS. 8 Instalado temporariamente no chassi dianteiro
(4) | 600-051-2060 GRAMPO. 8 Instalado temporariamente no chassi dianteiro
(5) | 01024-D1016 PARAFUSO, SEMS. 8 Instalado temporariamente no chassi dianteiro
Precaugdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades

441
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,502,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_502.png,"Guindaste: 50 t

Informagées adicionais

Procedimento para
montagem em campo

No. 5400

Instalagao do _para-lama dianteiro

442

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,503,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_503.png,"7RUTXHGHDSHUWRD1PDNJP

Descrigao da operacao:
Instale o para-lama dianteiro.

* Se nao for possivel instala-lo, remova a tampa inferior
do para-lama, afrouxe o parafuso e instale novamente

Aperte novamente o parafuso afrouxado e instale a
tampa.

Torque de aperto: 54 a 123 Nm
(5.5 a 12.5 kgm)
Ideal: 89 Nm (9 kgm)

COXIDURV
0 HVPRSURFHVVRQRV
a ODGRVGLUHLWRHHVTXHUG

alinhando com a estrutura.

,GHDO1PNJP DOXJDUHV[
7RUTXHGHDSHUWRD1PDNJP. OHVPRSURFHVVRQRV
,GHDO1PNJP ODGRVGLUHLWRHHVTXHUGR
No. da pega Denominagao da pega Qtde. Condigao (numero da lista de pegas)

(1) | 42C-Z89-2010

CONJUNTO DO PARA-LAMA DIANTEIRO ESQ. 1

Envio da unidade (No. W12-6-5400)

(2) | 42C-Z89-2020

CONJUNTO DO PARA-LAMA DIANTEIRO DIR. 1

Envio da unidade (No. W12-6-5400)

(3) | 01010-81635 PARAFUSO

8 | Instalado temporariamente no chassi dianteiro

(4) | 01643-31645 ARRUELA

8 | Instalado temporariamente no chassi dianteiro

(5) | 01024-81235 PARAFUSO, SEMS

Precaugdes

Ferramentas especiais

10 | Instalado temporariamente no chassi dianteiro

Equipamento utilizado

Modelo

Qtde. Modelo Unidades

Guindaste: 50 t 1

443

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,504,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_504.png,"Informagées adicionais

montagem ein cameo Instalagéo _do_ para-lama dianteiro
(especificagaodo corrimao do _ para-lama
No. 5405 dianteiro)

444
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,505,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_505.png,"Descrigao da operagao:
Instale o para-lama dianteiro.

* Se nao for possivel instala-lo, remova a tampa inferior
do para-lama, afrouxe o parafuso e instale novamente

Torque de aperto: 54 a 123 Nm
(5.5 a 12.5 kgm)
z Ideal: 89 Nm (9 kgm)

UOXJDUHV,
0 HVPRSURFHVVRQRV

ODGRVGLUHLWRHHVTXHUG

dats AURORA eL RIE AE A HLWRHHVTXHYGR

7RUTXHGHDSHUWRD1PDNJP DOXJDUHV[

alinhando com a estrutura.

445
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,506,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_506.png,":GHDO1PNJP

7RUTXHGHDSHUWRD1PDNJP

,GHDO1PNJP

OHVPRSURFHVVRQRV

ODGRVGLUHLWRHHVTXHUGR

No. da pega

Denominagao da pega

Qtde.

Condigao (numero da lista de pegas)

42C-54-15010

CONJUNTO DO PARA-LAMA DIANTEIRO ESQ. 1

Envio da unidade (No. W12-6-5405)

(2) | 42C-54-15020 CONJUNTO DO PARA-LAMA DIANTEIRO DIR. 1 Envio da unidade (No. W12-6-5405)

(3) | 01010-81635. PARAFUSO 8 Instalado temporariamente no chassi dianteiro
(4) | 01643-31645, ARRUELA 8 Instalado temporariamente no chassi dianteiro
(5) | 01024-81235. PARAFUSO, SEMS. 10 | Instalado temporariamente no chassi dianteiro

Precaugdes

Ferramentas especiais

Equipamento utilizado

446

Modelo

Qtde. Modelo

Unidades

Guindaste: 50 t

1

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,507,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_507.png,"Informag6es adicionais
Céd. de vendas: 6XH69 (corrimao do para-lama dianteiro)

montagem ein cameo Instalagao do corrimado do _para-lama
dianteiro esquerdo (especificagao do
No. 5500 corrimao do__ para-lama
dianteiro)

Descrigao da operagao:
Instale 0 corrimao do para-lama dianteiro esquerdo.

UOXJDUHV

DOXJDUHV

No. da pega Denominagao da pega Qtde. Condigao (numero da lista de pegas)

(1) | 42C-Z89-391A CORRIMAO DIANTEIRO ESQ. Envio da unidade (No. W12-6-5500)

(2) | 42C-Z89-393A CORRIMAO DIANTEIRO ESQ. Envio da unidade (No. W12-6-5500)

(3) | 42C-Z89-395A Conj. da PORTA 1 Envio da unidade (No. W12-6-5500)
(4) | 42C-Z89-3961 COMPORTA 1 Envio da unidade (No. W12-6-5500)
(5) | 01024-D1230 PARAFUSO, SEMS. 12 Instalado temporariamente no para-lama dianteiro esquerdo
(6) | 01024-D1020 PARAFUSO, SEMS. 8 Instalado temporariamente no corrimdos (1) e (2)
Precaugdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades

447
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,508,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_508.png,"Guindaste: 50 t 1

Informagées adicionais
Céd. de vendas: 6XH69 (corrimao do para-lama dianteiro)

Procedimento para
montagem em campo

Instalagao do corrimao do _para-lama
dianteiro direito (especificagaodo corrimao
No. 5600 do _para-lama dianteiro)

448
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,509,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_509.png,"Descrigao da operagao:
Instale 0 corrimao do para-lama dianteiro direito.

'U

HomRGHDEHUWXUDIHFKDPHQWRGDSA

No. da pega

Denominagao da pega Qtde.

Condigao (numero da lista de pegas)

(1)

42C-Z89-392A

CORRIMAO DIANTEIRO DIR. 1

Envio da unidade (No. W12-6-5600)

(2)

42C-Z89-394A

CORRIMAO DIANTEIRO DIR. 1

Envio da unidade (No. W12-6-5600)

(3)

42C-Z89-395A

Conj. da PORTA 1

Envio da unidade (No. W12-6-5600)

(4)

42C-Z89-3961

ABERTURA 1

Envio da unidade (No. W12-6-5600)

DOXJDUHV

(5)

01024-D1230

PARAFUSO, SEMS

12. | direito

Instalado temporariamente no para-lama dianteiro

(6)

01024-D1020

PARAFUSO, SEMS

8 Instalado temporariamente no corrimaos (1) e (2)

Precaugdes

Ferramentas especiais

Equipamento utilizado

Modelo Qtde.

Modelo

Unidades

Guindaste: 50 t

1

449
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,510,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_510.png,"Informag6es adicionais
Céd. de vendas: 6XH69 (corrimao do para-lama dianteiro)

Procedimento para
montagem em campo

No. 5700

Instalagao

do espelho traseiro inferior

Descrigao da operagao:

Instale o espelho traseiro inferior.

$17

9LVVE
No. da pega Denominagao da pega | Qtde. Condigao (numero da lista de pegas)
(1) | 56B-54-17313 ESPELHO TRASEIRO 1 Envio da unidade (No. W12-6-5700)
(2) | 42C-Z89-5340XC SUPORTE 1 Envio da unidade (No. W12-6-5700)
(3) | 01024-D1230 PARAFUSO, SEMS. 4 Instalado temporariamente no corrimao traseiro

Precaugdes

Ferramentas especiais

Equipamento utilizado

Modelo

Qtde.

Modelo Unidades

450

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,511,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_511.png,"Guindaste: 50 t

Informagées adicionais

Procedimento para
montagem em campo

No. 5800

Instalagao do corrimao do. chassi

piso esquerdo

do

451

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,512,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_512.png,"Descrigao da operagao:
Instale 0 corrimao do chassi do piso esquerdo.

DOXJDUHV

No. da pega Denominagao da peca Qtde. Condigao (numero da lista de pegas)
(1) | 42C-54-14634XC CORRIMAO ESQ. 1 Envio da unidade (No. W12-6-5800)
(2) | 42C-54-1765A CORRIMAO ESQ. 1 Envio da unidade (No. W12-6-5800)
(3) | 42C-54-17670XC CORRIMAO ESQ. 1 Envio da unidade (No. W12-6-5800)

(4)

01024-D1235

PARAFUSO, SEMS

26 | Instalado temporariamente no chassi do piso

Precaugdes

Ferramentas especiais

Equipamento utilizado

452

Modelo

Qtde.

Modelo

Unidades

Guindaste: 50 t

1

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,513,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_513.png,"Informag6es adicionais

Procedimento para

montagem em campo Instalagdo

No. 5900

piso direito

do corrimao do chassi do

(1)

Descrigao da operagao:

Instale 0 corrimao do chassi do piso direito.

DOXJDUHV

No. da pega Denominagao da peca Qtde. Condicao (numero da lista de pecas)
(1) | 42C-54-1764A CORRIMAO DIR. 1 Envio da unidade (No. W12-6-5900)
(2) | 42C-54-1766A CORRIMAO DIR. 1 Envio da unidade (No. W12-6-5900)
(3) | 42C-54-17680XC CORRIMAO DIR. 1 Envio da unidade (No. W12-6-5900)
(4) | 01024-D1235 PARAFUSO, SEMS 32 | Instalado temporariamente no chassi do piso
Precaugdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades

453

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,514,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_514.png,"Guindaste: 50 t

Informagées adicionais

Procedimento para
montagem em campo

No. 5905

Instalagdao do_corrimao do chassi

piso direito (1)

(Especificagao PDI)

do

454

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,515,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_515.png,"Descricao da operagao: 5 3
Instale o corrimao do chassi do piso direito.

Fixe o corrimao. (4) *: 32 lugares Vista Z

= No. da pega_| Denominagao da peca [Gide] __Condigdo (numero da lista de pegas)
ae 32A | CORRIMAO DIR. |_1_| Envio da unidade (No. W12-6-5905)

33A | CORRIMAO DIR. Envio da unidade (No. W12-6-5905)

680 | CORRIMAO DIR. Envio da unidade (No. W12-6-5905)
Instalado temporariamente no corrimao (1)
Instalado temporariamente no corrimao (1)

07070-61280 | PARAFUSO [2 _[instalado temperariamenteno coriméo (|

01643-31232 | ARRUELA | 4 | Instalado temporariamente no corrimao (1)
01580-11210 | PORCA Instalado temporariamente no corrimao (1)

Precaugdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades
Guindaste: 50 t 1

455
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,516,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_516.png,"Informagées adicionais

456

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,517,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_517.png,"Procedimento para
montagem em campo

No. 5907

Descrigao da operacao:
Instale o corrimao do chassi do piso direito.
Fixe o corrimao.

VistaZ

|

No. da pega | Denominagdo da pega | Qtde. Condigdo (ntimero da lista de peas)

(1) | 42C-Z89-579A | CORRIMAO DIR. 1 Envio da unidade (No. W12-6-5907),

(2) | 42C-54-1766A | CORRIMAO DIR. 1 Envio da unidade (No. W12-6-5907),

(3) | 42C-54-17680 | CORRIMAO DIR. 1 Envio da unidade (No. W12-6-5907).

(4) | 01024-D1235 | PARAFUSO, SEMS 32 | Instalado temporariamente no chassi do piso |
(5) | 07094-31024 | BRACADEIRA 2 | Instalado temporariamente no corrimao (1) |
(6) | 07095-01033 | COXIM 2 | Instalado temporariamente no corrimao (1)

(7) | 01010-81280 | PARAFUSO. 2 | Instalado temporariamente no corrimao (1)
(8) | 01643-31232 | ARRUELA 4 | Instalado temporariamente no corrimao (1)
(9) | 01580-11210 | PORCA 2 | Instalado temporariamente no corrimao (1)

(5) (6) (7) (8) (9)
Precaugdes

Ferramentas especiais

Instalagao do corrimao do chassi do piso direito (1)
(Especificagao da bancada do extintor de incéndio)

Equipamento utilizado
Modelo

Unidades

Guindaste: 50 t

1

—

Informagées adicionais

Cod. de vendas: 6XA76 (bancada do extintor de incéndio)

457
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,518,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_518.png,"Procedimento para

montagememcampo | Ingtalagéo do _ corrimao do chassi

No. 5910 piso direito

(2)

do

Descricao da operagao:
Instale o corrimao do chassi do piso direito.

[| da pega | Denominaglo da pega [ Gide. | Condigéo (nimero da fata de peqas) —_]
[ay [43c-54-14793x6 [CORRIMAC | _1_| Envioda unidade (No. Wi26-5010) |
[1@)[or024.01205 | PARAFUSO, SEMS | 1 _|nstalado temporariamente no chass do ps0 |
[@y[42c-s4-17608 [PORTA | 1 | Enviodaunidade (No. Wi26-5010) |

01024-D1020 PARAFUSO, SEMS | __4_| Instalado temporariamente no corrimao
418-03-33280 TRAVA | 1 | Instalado temporariamente no corrimao

01024-80635 PARAFUSO, SEMS | 4 _| Instalado temporariamente no corrimao

Precaugdes

Ferramentas especiais

Equipamento utilizado

Modelo Qtde.

Modelo

Unidades

Guindaste: 50 t

1

458

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,519,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_519.png,"Informagées adicionais

Procedimento para
montagem em campo

No. 5915

Instalagao

do corrimao do_ chassi

piso direito (2)

(Especificagao PDI)

do

459

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,520,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_520.png,"Descrigao da operagao:
Instale 0 corrimao do chassi do piso direito.

No. da pega

Denominagao da pega

Qtde. Condigao (numero da lista de pegas)

(1) | 42C-54-1834A

PORTA

1 Envio da unidade (No. W12-6-5915)

(2) | 01024-D1020

PARAFUSO, SEMS

4 Instalado temporariamente no corrimao

(3) | 418-03-33280

TRAVA

1 Instalado temporariamente no corrimao

(4) | 01024-80635

PARAFUSO, SEMS

4 Instalado temporariamente no corrimao

Precaugdes

Ferramentas especiais

Equipamento utilizado

460

Modelo Qtde. Modelo

Unidades

Guindaste: 50 t

1

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,521,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_521.png,"Informag6es adicionais

Procedimento para
montagem em campo

Instalagdo do espelho traseiro do_ chassi

No. 6000 do piso (1)

D OXJDUHVI
0 HVPRSURFHVVRQRVODGRV

GLUHLWRHHVTXHUG

UOXJDUHV,
0 HVPRSURFHVVRQRVOD

Descrigao da operagao:
Instale o espelho traseiro do chassi do piso.

(3) (8) Torque de aperto: 98 a 123 Nm
(10 a 12.5 kgm)

|
&OHDUDQF

No. da pega Denominagao da pega | Qtde. Condicao (numero da lista de pecas)

(1) | 42C-54-1531A | Conj do ESPELHO ESQ. 1 Envio da unidade (No. W12-6-6000)

(2) | 42C-54-1532A | Conj do ESPELHO DIR. 1 Envio da unidade (No. W12-6-6000)

(3) | 01010-81235 PARAFUSO. 8 Instalado temporariamente na estrutura ROPS
(4) | 01010-81240 | PARAFUSO 8 | Envio da unidade (No. W12-6-6000)

(5) | 209-54-14650 | ARRUELA 8 Instalado temporariamente na estrutura ROPS
(6) | 42C-54-15330 | PLACA 10 | Instalado temporariamente na estrutura ROPS
(7) | 42C-54-15340 | PLACA 15 | Instalado temporariamente na estrutura ROPS
(8) | 01024-D1240 | PARAFUSO, SEMS Instalado temporariamente no corrimao

(9) | 421-54-25610 | ESPELHO Envio da unidade (No. W12-6-6000)

(10) | 04025-00632 | MOLA, PINO Envio da unidade (No. W12-6-6000)

*
&OHDUDOF

al

$SyVDSHUWDURVSDUDIXVRVPDUFDGRVFRFPHoDDIROJDDWp
R5236PDUFDGRFRP D6HIRUGHPPRXPDLVDMXVWHFRPFDOoR

Precaugdes

Ferramentas especiais

Equipamento utilizado

Modelo Qtde. Modelo

Unidades

461

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,522,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_522.png,"Guindaste: 50 t 1

Informagées adicionais

Procedimento para

montagememeamPo | Instalagéo do espelho traseiro do _ chassi
No. 6010 do piso (2)

462
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,523,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_523.png,"Descrigao da operagao:
Instale o espelho traseiro do chassi do piso.

7RUTXHGHDSHUWRD1P
DNJP

7RUTXHGHDSHUWRD1P
DNJP

OXJDUHV[
OHVPRSURFHVVRQRVODGRVGLUHLWRHH

(4) *:2 lugares (Mesmo processo nos lados direito e esquerdo)

No. da pega Denominagao da peca Qtde. Condicao (numero da lista de pecas)
(1) | 56B-54-17313 ESPELHO TRASEIRO 2 | Envio da unidade (No. W12-6-6010)
(2) | 42C-54-1521A CONJ. DO SUPORTE ESQ. 1 Envio da unidade (No. W12-6-6010)
(3) | 42C-54-1522A CONJ. DO SUPORTE DIR. 1 Envio da unidade (No. W12-6-6010)
(4) | 01024-D1235 PARAFUSO, SEMS 8 Instalado temporariamente na plataforma
(5) | 01024-D1240 PARAFUSO, SEMS 4 Instalado temporariamente no corrimao
Precaugdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades
Guindaste: 50 t 1

463

"
